task_id,onetsoc_code,occupation,task,task_type,job_zone,rag_retrieval,rag_summarize,rag_qa,rag_compare,rag_translate,agent_compute,agent_code,agent_visual_create,agent_visual_understand,agent_web,agent_browser,agent_calendar,agent_maps,agent_audio,agent_video,agent_reasoning,agent_email,agent_document,agent_data_analysis,analysis_evaluation,planning_development,coordination_management,review_monitoring,training_education,customer_communication,record_keeping,decision_making,writing_complex,writing_simple,communication,physical_primary,physical_knowledge,human_critical,tier,base_accel,software_count,avg_replace_potential,hot_tech_count,software_boost,final_accel,soc_code,OCC_CODE,TOT_EMP,H_MEDIAN,A_MEDIAN,hourly_wage,tasks_per_occ,task_share,annual_labor_value,acceleration_value,gdp_impact
8843,11-1011.00,Chief Executives,"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Tier2_Knowledge,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8830,11-1011.00,Chief Executives,Review reports submitted by staff members to recommend approval or to suggest changes.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Tier2_Good,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8829,11-1011.00,Chief Executives,"Negotiate or approve contracts or agreements with suppliers, distributors, federal or state agencies, or other organizational entities.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Tier2_Knowledge,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8835,11-1011.00,Chief Executives,Establish departmental responsibilities and coordinate functions among departments and sites.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8839,11-1011.00,Chief Executives,"Deliver speeches, write articles, or present information at meetings or conventions to promote services, exchange ideas, or accomplish objectives.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Tier2_Good,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8840,11-1011.00,Chief Executives,"Serve as liaisons between organizations, shareholders, and outside organizations.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,49,0.5571428571428572,16,0.1,0.0,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,0.0,0.0
8837,11-1011.00,Chief Executives,"Coordinate the development or implementation of budgetary control systems, recordkeeping systems, or other administrative control processes.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Tier2_Good,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8833,11-1011.00,Chief Executives,"Preside over, or serve on, boards of directors, management committees, or other governing boards.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,49,0.5571428571428572,16,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,423192653.4193548,740587143.4838709
8849,11-1011.00,Chief Executives,Attend and participate in meetings of municipal councils or council committees.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,49,0.5571428571428572,16,0.1,0.0,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,0.0,0.0
8850,11-1011.00,Chief Executives,Organize or approve promotional campaigns.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Tier2_Knowledge,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8842,11-1011.00,Chief Executives,Nominate citizens to boards or commissions.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,49,0.5571428571428572,16,0.1,0.0,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,0.0,0.0
8851,11-1011.00,Chief Executives,"Conduct or direct investigations or hearings to resolve complaints or violations of laws, or testify at such hearings.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,Human_Critical,0.15,49,0.5571428571428572,16,0.1,0.15,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,211596326.7096774,370293571.74193543
8847,11-1011.00,Chief Executives,Direct or coordinate activities of businesses involved with buying or selling investment products or financial services.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,49,0.5571428571428572,16,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,423192653.4193548,740587143.4838709
8853,11-1011.00,Chief Executives,"Prepare bylaws approved by elected officials, and ensure that bylaws are enforced.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Tier2_Knowledge,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8844,11-1011.00,Chief Executives,"Make presentations to legislative or other government committees regarding policies, programs, or budgets.",Supplemental,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,49,0.5571428571428572,16,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,1128513742.4516127,1974899049.2903223
20461,11-1011.00,Chief Executives,"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tier2_Knowledge,0.5,49,0.5571428571428572,16,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,846385306.8387096,1481174286.9677417
8838,11-1011.00,Chief Executives,"Direct non-merchandising departments, such as advertising, purchasing, credit, or accounting.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,49,0.5571428571428572,16,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,423192653.4193548,740587143.4838709
8845,11-1011.00,Chief Executives,Refer major policy matters to elected representatives for final decisions.,Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unclassified,0.0,49,0.5571428571428572,16,0.1,0.0,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,0.0,0.0
8848,11-1011.00,Chief Executives,Direct or conduct studies or research on issues affecting areas of responsibility.,Supplemental,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Good,0.4,49,0.5571428571428572,16,0.1,0.4,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,564256871.2258065,987449524.6451614
8846,11-1011.00,Chief Executives,"Administer programs for selection of sites, construction of buildings, or provision of equipment or supplies.",Supplemental,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Physical+Knowledge,0.3,49,0.5571428571428572,16,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,423192653.4193548,740587143.4838709
8852,11-1011.00,Chief Executives,"Represent organizations or promote their objectives at official functions, or delegate representatives to do so.",Supplemental,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,49,0.5571428571428572,16,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,31,0.03225806451612903,1410642178.064516,423192653.4193548,740587143.4838709
15382,11-1011.03,Chief Sustainability Officers,Monitor and evaluate effectiveness of sustainability programs.,Core,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15384,11-1011.03,Chief Sustainability Officers,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",Core,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Physical+Knowledge,0.3,21,0.5761904761904761,14,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,728831791.9999999,1275455635.9999998
15379,11-1011.03,Chief Sustainability Officers,"Develop, or oversee the development of, sustainability evaluation or monitoring systems.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15372,11-1011.03,Chief Sustainability Officers,Supervise employees or volunteers working on sustainability projects.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15378,11-1011.03,Chief Sustainability Officers,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups.",Core,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,21,0.5761904761904761,14,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1943551445.333333,3401215029.333333
15380,11-1011.03,Chief Sustainability Officers,"Develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15368,11-1011.03,Chief Sustainability Officers,Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.,Core,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,21,0.5761904761904761,14,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1943551445.333333,3401215029.333333
15370,11-1011.03,Chief Sustainability Officers,"Create and maintain sustainability program documents, such as schedules and budgets.",Core,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Tier2_Excellent,0.7,21,0.5761904761904761,14,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1943551445.333333,3401215029.333333
15375,11-1011.03,Chief Sustainability Officers,Formulate or implement sustainability campaign or marketing strategies.,Core,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15376,11-1011.03,Chief Sustainability Officers,"Research environmental sustainability issues, concerns, or stakeholder interests.",Core,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tier1_Good,0.4,21,0.5761904761904761,14,0.1,0.4,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,971775722.6666666,1700607514.6666665
15383,11-1011.03,Chief Sustainability Officers,Direct sustainability program operations to ensure compliance with environmental or governmental regulations.,Core,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,21,0.5761904761904761,14,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1943551445.333333,3401215029.333333
15377,11-1011.03,Chief Sustainability Officers,"Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives.",Core,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tier2_Excellent,0.7,21,0.5761904761904761,14,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1943551445.333333,3401215029.333333
15381,11-1011.03,Chief Sustainability Officers,Develop methodologies to assess the viability or success of sustainability initiatives.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15374,11-1011.03,Chief Sustainability Officers,"Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws.",Core,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15373,11-1011.03,Chief Sustainability Officers,Write and distribute financial or environmental impact reports.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tier2_Good,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15371,11-1011.03,Chief Sustainability Officers,"Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Tier2_Excellent,0.7,21,0.5761904761904761,14,0.1,0.7999999999999999,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1943551445.333333,3401215029.333333
15367,11-1011.03,Chief Sustainability Officers,"Identify educational, training, or other development opportunities for sustainability employees or volunteers.",Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,21,0.5761904761904761,14,0.1,0.6,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,1457663583.9999998,2550911271.9999995
15369,11-1011.03,Chief Sustainability Officers,Conduct risk assessments related to sustainability and the environment.,Core,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,21,0.5761904761904761,14,0.1,0.3,11-1011,11-1011,211850.0,99.24,206420.0,99.24,18,0.05555555555555555,2429439306.6666665,728831791.9999999,1275455635.9999998
20699,11-1021.00,General and Operations Managers,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",Core,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,146,0.5315068493150684,49,0.1,0.7999999999999999,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,17367147444.70588,30392508028.23529
933,11-1021.00,General and Operations Managers,"Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.",Core,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,146,0.5315068493150684,49,0.1,0.3,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,6512680291.764705,11397190510.588234
20700,11-1021.00,General and Operations Managers,Direct administrative activities directly related to making products or providing services.,Core,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1_Knowledge,0.3,146,0.5315068493150684,49,0.1,0.3,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,6512680291.764705,11397190510.588234
20701,11-1021.00,General and Operations Managers,Prepare staff work schedules and assign specific duties.,Core,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,146,0.5315068493150684,49,0.1,0.6,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,13025360583.52941,22794381021.176468
20703,11-1021.00,General and Operations Managers,"Direct or coordinate financial or budget activities to fund operations, maximize investments, or increase efficiency.",Core,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Excellent,0.7,146,0.5315068493150684,49,0.1,0.7999999999999999,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,17367147444.70588,30392508028.23529
20706,11-1021.00,General and Operations Managers,"Plan or direct activities, such as sales promotions, that require coordination with other department managers.",Core,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,146,0.5315068493150684,49,0.1,0.6,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,13025360583.52941,22794381021.176468
20705,11-1021.00,General and Operations Managers,"Perform personnel functions, such as selection, training, or evaluation.",Core,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Tier2_Knowledge,0.5,146,0.5315068493150684,49,0.1,0.6,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,13025360583.52941,22794381021.176468
20704,11-1021.00,General and Operations Managers,"Establish or implement departmental policies, goals, objectives, or procedures in conjunction with board members, organization officials, or staff members.",Core,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Tier2_Knowledge,0.5,146,0.5315068493150684,49,0.1,0.6,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,13025360583.52941,22794381021.176468
20702,11-1021.00,General and Operations Managers,Monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,Core,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Tier2_Good,0.5,146,0.5315068493150684,49,0.1,0.6,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,13025360583.52941,22794381021.176468
20708,11-1021.00,General and Operations Managers,"Manage the movement of goods into and out of production facilities to ensure efficiency, effectiveness, or sustainability of operations.",Supplemental,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier2_Good,0.5,146,0.5315068493150684,49,0.1,0.6,11-1021,11-1021,3584420.0,49.5,102950.0,49.5,17,0.058823529411764705,21708934305.88235,13025360583.52941,22794381021.176468
